doi,author_name,affiliation,ror_id
10.1128/jcm.40.7.2490-2497.2002,Dilip K. Dutta,"International Centre For Diarrhoeal Disease Research, Bangladesh, Dhaka-1000, Bangladesh.",https://ror.org/04vsvr128
10.1108/09544789610146079,M.A. Idris,"Quality Centre, University of Paisley, Scotland, UK",https://ror.org/04w3d2v20
https://doi.org/10.1108/09544789710159416,Bill Shirley,"(Total Quality Co‐ordinator with Industrial Control Services plc, Maldon, Essex, UK)",https://ror.org/05q16h268
10.1108/13620439610152124,Nelda Spinks,"Professor, The University of Southwestern Louisiana, Lafayette, USA",https://ror.org/05gj63w50
https://doi.org/10.1108/13552519610120450,Ingo A. Beckmerhagen,"(Bundesamt für Strahlenschutz (BfS), Salzgitter, Federal Republic of Germany)",https://ror.org/02yvd4j36
https://doi.org/10.1128/cdli.9.4.840-845.2002,Vidya A. Arankalle,"Hepatitis Division, National Institute of Virology, Pune, 411 001 India.",https://ror.org/02zy4nc24
https://doi.org/10.1130/0016-7606(2002)114<0883:waropf>2.0.co;2,Silvia Zafrilla,"Volcanology Group, Institute of Earth Sciences ""Jaume Almera"" CSIC, C/Lluís Solé Sabarís s/n, Barcelona 08028, Spain",https://ror.org/01nsd7y51
https://doi.org/10.1108/13620439810368574,Steven H. Appelbaum,"Concordia University, Montreal, Quebec, Canada",https://ror.org/0420zvk78
10.1134/1.1494610,M. A. Belogolovskii,"Donetsk Physicotechnical Institute, National Academy of Sciences of Ukraine, Donetsk, Ukraine",https://ror.org/00je4t102
https://doi.org/10.1128/mcb.22.14.5248-5256.2002,Loredana Verdone,"Institut de Biologie Moleculaire et Cellulaire, UPR 9002 du CNRS, 67084 Strasbourg Cedex, France.",https://ror.org/01jm8fn98
https://doi.org/10.1108/13552519610120469,None Ramkishan,"Department of Statistics, Ch. Charan Singh University, Meerut, India",https://ror.org/01hzdv945
https://doi.org/10.1128/mcb.22.14.5248-5256.2002,Joanna Kufel,"Institut de Biologie Moleculaire et Cellulaire, UPR 9002 du CNRS, 67084 Strasbourg Cedex, France.",https://ror.org/01jm8fn98
10.1113/jphysiol.2002.016568,Meredith A. Lazaroff,"Department of Physiology and Biophysics C-240, University of Colorado Health Sciences Center, Denver, CO 80262, USA",https://ror.org/0107w4315
https://doi.org/10.1128/mcb.22.15.5506-5517.2002,Harry Drabkin,"University of Colorado Health Sciences Center Denver, Colorado, 80262",https://ror.org/0107w4315
10.1108/14637150010352417,Gary D. Holt,#N#                  University of Wolverhampton#N#,https://ror.org/01k2y1055
10.1134/1.1490016,S. V. Naydenov,"Institute of single crystals, National Academy of Sciences of Ukraine, Kharkov, Ukraine",https://ror.org/00je4t102
https://doi.org/10.1108/13620439610152124,Nelda Spinks,"The University of Southwestern Louisiana, Lafayette, Louisiana, USA",https://ror.org/05gj63w50
10.1149/1.1393323,S. De Gendt,"IMEC, B‐3001 Heverlee, Belgium",https://ror.org/02kcbn207
10.1134/1.1494620,A. V. Yakubovich,"Ioffe Physicotechnical Institute, Russian Academy of Sciences, St. Petersburg, Russia",https://ror.org/02jj4k517
https://doi.org/10.1136/ebn.5.3.90,D. Wehby,"Specialty Services: Critical Care and Cardiovascular Services Detroit Medical Center: Sinai-Grace Hospital, Detroit, Michigan, USA",https://ror.org/00hysg385
10.1136/heart.88.2.e3,C J McMahon,"Division of Pediatric Cardiology, Texas Children'ss Hospital, 6621 Fannin, MC 2–2281, Houston, Texas, USA",https://ror.org/05cz92x43
10.1149/1.1390639,R. J. Bellows,"Exxon Research and Engineering, Annandale, New Jersey 08801, United States of America",https://ror.org/01xcepn55
10.1161/01.cir.0000019667.61241.2b,Paul W. Armstrong,Paul W. Armstrong,https://ror.org/03cgz8503
10.1172/jci200113560,Renato V. Iozzo,"Kimmel Cancer Center, Thomas Jefferson University, Philadelphia, Pennsylvania, USA",https://ror.org/010h6g454
10.1172/jci200113560,Renato V. Iozzo,"Jefferson Alumni Hall, Thomas Jefferson University, 1020 Locust Street, Philadelphia, Pennsylvania 19107, USA.",https://ror.org/00ysqcn41
https://doi.org/10.1136/jmg.39.7.514,F Vialard,"Service de Cytogénétique et de Foetopathologie, Hopital Saint Antoine, 184 rue du Faubourg Saint Antoine, 75012 Paris, France",https://ror.org/01875pg84
https://doi.org/10.1142/s021798490200383x,NIKOLAI N. BOGOLUBOV,"V.A. Steklov Mathematical Institute, Academy of Science of Russia, Gubkin str. 8, GSP-1, 117966, Moscow, Russia",https://ror.org/03zeg8w71
10.1149/1.1393482,Michiko Matsumoto,"Department of Applied Chemistry, Faculty of Technology, Tokyo University of Agriculture and Technology, Koganei, Tokyo 184-8588, Japan",https://ror.org/00qg0kr10
10.1149/1.1393541,Sung-Jae Jung,[Ajou University],https://ror.org/03tzb2h73
https://doi.org/10.1149/1.1393550,Daniel A. Buttry,university of Wyoming,https://ror.org/02abxwv41
https://doi.org/10.1172/jci200112214,Israel F. Charo,"Gladstone Institute of Cardiovascular Disease, University of California San Francisco, San Francisco, California, USA",https://ror.org/038321296
https://doi.org/10.1149/1.1392005,Constantin Vahlas,"Centre Interuniversitaire de Recherche et d'Ingénierie des Matériaux, INPT-UPS-CNRS, Ecole Nationale Supérieure de Chimie de Toulouse, 31077 Toulouse cedex 4, France",https://ror.org/033p9g875
https://doi.org/10.1136/gut.51.2.207,P Jornod,"Department of Gastroenterology and Hepatology, University Hospital CHUV Lausanne, Switzerland",https://ror.org/05a353079
https://doi.org/10.1149/1.1393386,Karl M. Robinson,"Micron Technology, Incorporated, Boise, Idaho 83707, United States of America",https://ror.org/02fv52296
https://doi.org/10.1149/1.1394057,L. Frey,"Fraunhofer Institute of Integrated Circuit, D-91058 Erlangen, Germany",https://ror.org/024ape423
https://doi.org/10.1172/jci200113445,Jerry P. Palmer,"Veterans Affairs Puget Sound Health Care System, Endocrinology (III), 1660 South Columbian Way, Seattle, Washington 98108, USA.",https://ror.org/00ky3az31
10.1136/gut.51.2.207,P Schnyder,"Department of Diagnostic and Interventional Radiology, University Hospital, CHUV, 1011 Lausanne, Switzerland",https://ror.org/05a353079
10.1172/jci200112080,Melissa J. Burne,"Division of Nephrology, Hennepin County Medical Center, University of Minnesota, Minneapolis, Minnesota, USA",https://ror.org/01k7a6660
https://doi.org/10.1149/1.1393406,L. Wang,"Department of Applied Physics, Beijing Polytechnic University, Beijing, China",https://ror.org/03xgzn792
https://doi.org/10.1136/heart.88.2.131,L Badano,Centro Studi ANMCO,https://ror.org/00pyc4352
10.1149/1.1393242,Hiroaki Tada,"Environmental Science Research Institute, Kinki University, Osaka 577-8502, Japan",https://ror.org/05kt9ap64
https://doi.org/10.1136/heart.88.2.131,A P Maggioni,Centro Studi ANMCO,https://ror.org/00pyc4352
https://doi.org/10.1149/1.1390706,Hyun‐Mi Kim,#N#aDivision of Materials Science and Engineering,https://ror.org/03rs0fg31
https://doi.org/10.1161/01.str.0000013067.24300.b0,J.J. McNeil,"Centre for Health Program Evaluation, West Heidelberg (C.M., R.C.)",https://ror.org/00805ky43
https://doi.org/10.1161/01.str.0000015241.40071.99,Masahiro Kamouchi,"Masahiro Kamouchi From the Departments of Cerebrovascular Disease (R.M., M.K., Y.O.) and Neurosurgery (T.I.), National Kyushu Medical Center, and Department of Medicine and Clinical Science (R.M., S.I.), Graduate School of Medical Sciences, Kyushu University, Fukuoka, Japan",https://ror.org/022296476
https://doi.org/10.1136/bmj.325.7356.123/a,R. Coombes,London,https://ror.org/04cgczp52
10.1149/1.1393494,Ki Soo Park,"School of Chemical Engineering and Technology, College of Engineering, Chonbuk National University, Chonju 561-756, Korea",https://ror.org/05q92br09
https://doi.org/10.1172/jci200214276,Genevieve Nguyen,"Hopital Tenon, Paris, France",https://ror.org/05h5v3c50
10.1161/01.cir.0000012146.07240.fd,Ryuichi Morishita,"CV Therapeutics (R.L.), Palo Alto, Calif.",https://ror.org/011tnb136
https://doi.org/10.1161/01.str.0000013067.24300.b0,R. Carter,"Centre for Health Program Evaluation, West Heidelberg (C.M., R.C.)",https://ror.org/00805ky43
https://doi.org/10.1161/01.cir.0000016050.79810.18,Mark S. Turner,"the Second Department of Medicine, Semmelweis University Faculty of Medicine, Budapest, Hungary (P.A.).",https://ror.org/01g9ty582
10.1149/1.1393521,Seishiro Ito,"Department of Applied Chemistry, Faculty of science and Engineering, Kinki University, Osaka 577-8502, Japan",https://ror.org/05kt9ap64
https://doi.org/10.1149/1.1393995,K. S. Nahm,"School of Chemical Engineering and Technology, Chonbuk National University, Chonju 561-756, Korea",https://ror.org/05q92br09
10.1161/hc0102.101360,Lee Chao,"Lee Chao From the Institute of Internal Medicine (M.K., P.M.) and Vascular Surgery (P.P.), Medical University of Sassari, Sassari, Italy",https://ror.org/01bnjbv91
https://doi.org/10.1149/1.1393494,Ki Soo Park,"School of Chemical Engineering and Technology, College of Engineering, Chonbuk National University, Chonju 561-756, Korea",https://ror.org/05q92br09
https://doi.org/10.1161/01.str.0000014773.57733.3e,Laura Sauerbeck,"Molecular Diagnostics Laboratory (R.F.), Cincinnati, Ohio",https://ror.org/04tvaxw19
https://doi.org/10.1161/01.cir.0000014984.95520.ad,Sanjiv S. Gambhir,Jonsson Comprehensive Cancer Center (S.S.G.),https://ror.org/0599cs764
10.1093/annonc/mdf186,R. Cavina,Department of Medical Oncology and Hematology,
10.1093/glycob/12.6.379,K. Yamashita,"Japan Science and Technology Corporation, 2-3, Kanda-Surugadai, Chiyoda-ku, Tokyo 101-0062, Japan; and",
10.1108/02689239610146535,Ellie Mcleod,"(Portlethen Group Practice, Portlethen)",
10.1108/09513579910298453,Frank L. Clarke,"Department of Commerce, The University of Newcastle, New South Wales, Australia",
https://doi.org/10.1053/rvsc.2000.0384,V.R. SIMPSON,"Veterinary Laboratories Agency Polwhele, Truro, Cornwall, UK.",
https://doi.org/10.1080/002919502760056440,Matti Seppälä,Department of Geosciences and Geography,
https://doi.org/10.1093/intqhc/10.1.27,F. G. Schellevis,"Institute for Research in Extramural MedicineVan der Boechorststraat 7, 1081 BT",
https://doi.org/10.1108/02656719510076276,Reay‐Chen Wang,"(National Taiwan Institute of Technology, Taipel, Taiwan, Republic of China)",
https://doi.org/10.1080/09583150050115016,W. D. Guerra,"MA/DFA , Alameda An&amp;iacute;bal Molina s/n, V&amp;aacute;rzea Grande , MT , Brazil , CEP 78115-140",
10.1108/00070709510077908,Juliette Gibbs,Marketing,
10.1108/02689239510090105,Gabriel Scally,"South and West Regional Health Authority, Bristol, UK",
10.1108/09544789410053993,Harvey Dershin,Fax: +1 203 834 9891,
https://doi.org/10.1038/nrd861,Adam Smith,"Editor,",
https://doi.org/10.1108/02689239610146535,Ellie Mcleod,"(Portlethen Group Practice, Portlethen)",
https://doi.org/10.1108/07378839910275830,Wayne Daniels,"(Wayne Daniels is Science Net Project Coordinator, North York Central Library, Toronto, Canada. )",
https://doi.org/10.1108/09533239410058855,Helen King,(based at Leeds Development Agency.),
10.1053/jcpa.2001.0477,F.J. Trigo,Departamento de Patologı&#x0301,
10.1108/02683949410075831,Frederick A. Palumbo,"(Associate Professor of Marketing at the Sy Sims School of Business, Yeshira University, New York, NY, USA.)",
10.1108/09566169810211168,Ismail Ahmed Aboulnaga,"(TQM, Private Consultant, Alexandria, Egypt)",
10.1108/09552069810222793,Johannes Möller,"Head of Quality Department, Association for Health Care Improvement, Heidelberg, Germany",
10.1108/13598540210414346,J.B. Rae‐Smith,"(J.B. Rae‐Smith is based at United States Cold Storage, Inc., Cherry Hill, New Jersey, USA.)",
10.1108/09566169410051502,J.E.M. Souren,"in the Department of Molecular Cell Biology, University ofUtrecht",
10.1149/1.1393483,Guangli Che,"Storage Technology Corporation, Louisville, Colorado 80028, United States of America",
10.1172/jci200112874,Albert M. Song,"Department of Surgery, and",
10.1161/01.cir.0000013955.34262.af,Kalevi Pyörälä,Kalevi Pyörälä,
https://doi.org/10.1108/02686909510077334,Art Cornwell,"President of The Boardroom, Rockford, Illinois, USA",
https://doi.org/10.1108/03074809810217947,Geoffrey M. Bellman,"(Management Consultant, Seattle, Washington, USA)",
https://doi.org/10.1149/1.1393392,Ji-Soo Park,"LG Semiconductor Company, Limited, Research and Development Division, Cheongju‐si 361-480, Korea",
https://doi.org/10.1108/13620439610152124,Nelda Spinks,"Nelda Spinks is a Professor of Management in the College of Business Administration, University of  Southwestern Louisiana, Lafayette, Louisiana, USA.",
https://doi.org/10.1108/09566169410051502,J.M. van Aken,"in the Department of Molecular Cell Biology, University ofUtrecht",
10.1080/00071310220133313,Mark Rouncefield,Department of Computer Science Lancaster University,
10.1103/physreva.65.063405,Kathryn L. Flores,University of Texas at Dallas,
10.1088/0954-3899/28/7/363,W Scheinast,"FZ Rossendorf, Germany",
10.1108/02621719410050273,D. Jack Coale,"Human Resources, Essroc Materials Inc., USA",
10.1108/02621719410051984,John O. Burdett,"(Lawson Mardon Group, Ontario, Canada)",
10.1108/09533239410058855,Kate Siddall,(based at Leeds Development Agency.),
10.1161/01.cir.0000013955.34262.af,Aaron R. Folsom,Aaron R. Folsom,
https://doi.org/10.1080/09544120120034474,Hans Kasper,Marketing & Supply Chain Management,
https://doi.org/10.1108/01435129710176742,V.H. Spingies,"V.H. Spingies is an Information Consultant based in Wierda Park, Pretoria, South Africa. Adeline S.A. du Toit is a Senior Lecturer in the Department of Information Studies at Rand Afrikaans University, Aucland Park, South Africa",
https://doi.org/10.1136/bmj.324.7353.1585/a,S. Toovey,"Netcare Travel Clinics, South Africa and Mozambique, PO Box 573, Sunninghill, 2157, South Africa",
10.1080/09583150050115016,W. D. Guerra,"bal Molina s/n, V&aacute",
10.1089/15303660160025903,Fatoumata Binta Baldet,Centers for Disease Control & Prevention,
10.1089/15303660160025903,Sekou D. Cissé,Centers for Disease Control & Prevention,
10.1108/00242539510080164,Alan Day,"(Editor‐Compiler Walford′s Guide, Manchester)",
10.1108/02689239910283657,Elizabeth A. Scott,"(Leeds Health Authority, Leeds, UK)",
10.1108/09552069510092737,Lesley M. Fleming,"(Quality Co‐ordinator, Monklands and Cumberland Division, She is now a Quality in Health Care Consultant)",
10.1108/13683040210425911,Alexander Janssen,The Netherlands: 31 20 305 2782.,
10.1108/09576050010340884,A. Gunasekaran,School of Business Administration (Harrisburg),
https://doi.org/10.1039/b110915b,Sylvain Bernès,"Centro de Química del IC-UAP, AP1613, Puebla,Pue.,México",
10.1161/hh0202.103615,Gabi Y. Brouns,"the Molecular Immunology Unit (G.Y.B., A.J.T.), Institute of Child Health, London, UK.",
